filename,Actual,Prediction,reason
15-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace includes parameters such as 'PFD' (Primary Flight Display) and 'ND' (Navigation Display), which are often monitored during abnormality detection. Additionally, the consistent pupil dilation indicates heightened attention which is indicative of scanning for abnormalities."
3-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze trace includes multiple fixations on the ECAM and MFD areas, which are primary areas for detecting and managing abnormalities in flight. The increments in the ECAM and MFD fixation times (190, 220, and 2004 ms) suggest a focused effort on monitoring these systems, indicative of abnormality detection behaviour."
12-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace shows a combination of extended fixations on the ECAM and MFD (491ms, 321ms, 110ms, 70ms, 751ms, 331ms) interspersed with short saccades, which suggests that the pilot is scrutinizing the display for abnormalities rather than conducting routine monitoring. Routine monitoring typically involves shorter fixations and more frequent saccades across different instruments."
18-BB2AA_Task2-Detected.json,Pos,1,The presence of multiple saccades with varied amplitudes and relatively short PFD durations suggests that the pilot's gaze behavior aligns with the patterns typically associated with abnormality detection.
9-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace includes frequent and varied saccadic movements, indicated by both saccade and various non-standard movements (e.g., FCU, ND). This pattern suggests heightened vigilance and searching behavior, which aligns with abnormality detection rather than normal monitoring."
4-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows a mix of saccades and fixations on different areas like 'Others', 'LDG', and 'PFD', with consistent variations in pupil dilation. This pattern suggests an active and focused scanning behavior typically associated with abnormality detection rather than routine monitoring."
2-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows periods of 'ND' (possibly indicating 'Normal Detection' or observation) interspersed with 'saccades' that involve shifts in gaze typically associated with scanning for anomalies. The first 'ND' duration is significant (1463 ms), followed by a series of saccades and another 'ND' duration (1362 ms), suggesting the pilot is carefully examining different areas, which is characteristic of abnormality detection behavior."
9-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze trace includes prolonged fixation on the ECAM and MFD systems (281ms, 431ms, and 190ms), which are commonly checked for abnormalities. The time spent on these systems suggests the pilot is likely engaged in abnormality detection rather than routine monitoring."
10-BB2AA_Task2-Detected.json,Pos,1,N/A
17-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze is mostly focused on specific instruments like the ECAM and MFD, which are crucial for monitoring systems and detecting abnormalities. The relatively few glances towards 'Others' and the presence of saccades suggest active scanning, indicative of abnormality detection."
3-AA2BB_Task1-Detected.json,Pos,1,"The pilot spent a significant amount of time focusing on 'ECAM and MFD' with 3697 ms and 411 ms respectively, interspersed with shorter saccade times, suggesting an in-depth review of these displays. This behavior aligns with the process of abnormality detection, where prolonged attention to specific instruments is necessary to identify issues."
4-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace indicates a significant amount of time spent on the ECAM and MFD (471, 230, 180, 531, 1873 milliseconds), which suggests focused attention on the systems' displays. This behavior is consistent with abnormality detection, where the pilot would need to closely monitor systems for any potential issues. Additionally, the pattern of quick saccades between these fixations supports the idea of scanning for irregularities."
5-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows significant focus on 'ECAM and MFD' which are crucial for abnormality detection, along with multiple saccades indicating scanning behavior. The presence of long fixations on 'ECAM and MFD' suggests that the pilot is closely monitoring the system for any abnormalities. Additionally, pupil dilation data correlates with heightened attention and cognitive load."
2-BB2AA_Task1-Detected.json,Pos,0,The gaze trace primarily shows 'External' with varying Pupil dilation values and only one 'saccade'. This pattern suggests the pilot is likely engaged in regular monitoring and scanning their environment rather than focusing on detecting abnormalities.
13-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows a higher number of saccades and varying Pupil sizes. This pattern is characteristic of abnormality detection as the pilot's eyes are moving frequently (saccades) to scan different areas, and the pupil size variations might indicate cognitive load or sudden changes in lighting conditions, both are typical when trying to detect abnormalities."
8-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace shows a pattern of focused activities such as multiple saccades, attention on ECAM and MFD, and long durations on LDG, which are indicative of abnormality detection behavior rather than routine monitoring."
12-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows a pattern of saccadic movements and ND (Normal Dwell) durations that suggest the pilot is scanning the environment attentively, which is indicative of abnormality detection. The sequence includes multiple saccades interspersed with ND periods, with pupil diameter variations that may imply cognitive load associated with detecting abnormalities."
8-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows prolonged fixations on critical flight instruments like LDG (150 ms), ECAM and MFD (631 ms), and ND (952 ms), combined with relatively rapid saccades in between. This pattern indicates a thorough scanning and cross-checking behavior typically associated with abnormality detection rather than routine monitoring."
7-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace indicates a high frequency of saccades interspersed with periods of 'Others,' along with variations in pupil size. This suggests focused scanning behavior typical of abnormality detection rather than normal monitoring."
17-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace contains a sequence of fixations (ND) and rapid eye movements (saccades) indicative of scanning or searching behavior, combined with fluctuations in pupil size, which can be associated with increased cognitive load or attention. This suggests the pilot is likely conducting abnormality detection rather than just normal monitoring."
11-BB2AA_Task2-Detected.json,Pos,0,"The gaze trace primarily consists of frequent saccades with a few notable instances of ND (Near Detection) and PFD (Potential Focused Detection), but the overall pattern lacks the extended fixation or systematic scanning typical of focused abnormality detection. The pupil size remains relatively stable with minor fluctuations."
7-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze is predominantly on the ECAM and MFD (Electronic Centralized Aircraft Monitor and Multi-Function Display) with multiple fixations and relatively shorter transitions (saccades) between them. This pattern, along with consistent pupil dilation changes, suggests a focused and detailed scan, indicative of conducting abnormality detection rather than routine monitoring."
4-AA2BB_Task1-Detected.json,Pos,1,The gaze trace shows extended fixations on 'ECAM and MFD' displays along with normal monitoring tasks marked by 'saccades.' Extended fixations on ECAM and MFD are typically associated with abnormality detection as these displays show system status and warnings. The pattern indicates the pilot is likely conducting abnormality detection due to the emphasis on monitoring critical displays.
10-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze is primarily focused on the ECAM and MFD for extended periods (1042 ms, 160 ms, 801 ms, and 240 ms) with small pupil size variations, suggesting detailed inspection. This pattern typically indicates the pilot is checking for abnormalities rather than conducting routine monitoring."
1-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze trace includes saccades, which are quick, simultaneous movements of both eyes in the same direction, indicative of scanning behavior. The consistent, relatively high number of saccades (20, 40, 20, 120, 20) suggests heightened visual attention and search for abnormality. Additionally, the inclusion of various systems (e.g., ECAM and MFD) in the gaze trace implies that the pilot is checking multiple instruments, a behavior consistent with abnormality detection."
1-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace exhibits frequent saccades interspersed with periods of fixation. This pattern is indicative of systematic scanning, a behavior typically associated with abnormality detection rather than normal monitoring, which would have longer fixation periods and less frequent saccades."
5-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace shows a pattern of frequent switching between different instruments and panels like ECAM, MFD, ND, and frequent saccades, which suggests the pilot is actively scanning for abnormalities."
5-AA2BB_Task2-Detected.json,Pos,1,"The pilot's gaze trace includes multiple instances of 'ND' (Nondetection Duration) with significant durations, notably 180, 90, 80, 230, and a very large 1573 milliseconds. This pattern suggests focused attention on specific areas, which is indicative of abnormality detection behavior rather than normal monitoring."
11-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows that the pilot has significant focus on the ECAM and MFD displays (1763 ms in total), which implies engagement with system monitoring and possible abnormality detection. Additionally, the frequent saccades between different points (totaling 270 ms) further suggest that the pilot is actively scanning and checking various systems, a behavior typically associated with abnormality detection."
15-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows prolonged periods of fixation (PFD) interspersed with saccades and only occasional 'Others' and 'ND' states, indicative of focused and deliberate inspection which is characteristic of abnormality detection behavior rather than routine monitoring."
16-AA2BB_Task1-Detected.json,Pos,1,The gaze trace shows frequent and repeated focus on 'ECAM and MFD' with saccades to other areas. The ECAM (Electronic Centralized Aircraft Monitor) and MFD (Multi-Function Display) are critical for identifying abnormalities. The consistent switching between these displays and other saccades indicates the pilot is likely conducting abnormality detection rather than just normal monitoring.
12-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace includes both Periodic Fixation Duration (PFD) and Non-consecutive Duration (ND) with consistent pupil size variations, indicating detailed scanning behavior characteristic of abnormality detection."
5-BB2AA_Task2-Detected.json,Pos,1,"The pilot's gaze trace demonstrates several key indicators of abnormality detection behavior. The prolonged fixation on the ND (Navigation Display) especially the final long duration of 1302 ms suggests an in-depth analysis likely related to troubleshooting or addressing an abnormal condition. Frequent saccades interspersed with relevant system checks suggest heightened scanning activity typical of a pilot diagnosing a potential issue. Consistent high pupil dilation values also back this up, as they may indicate increased cognitive load or stress associated with abnormality detection."
12-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze pattern includes multiple switches between different points on the MCDU with relatively short intervals and saccades. This behavior is indicative of detailed scrutiny, which is consistent with conducting abnormality detection rather than routine monitoring."
14-AA2BB_Task1-Detected.json,Pos,1,"The pilot is likely conducting abnormality detection. The gaze trace shows a high frequency of saccades and several fixations on the 'ECAM and MFD' display, which are often referenced during troubleshooting and abnormality detection. Additionally, pupil size remains relatively stable, which indicates focused attention rather than routine scanning."
13-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace indicates a significant focus on the ECAM and MFD panels with durations of 751ms, 90ms, 80ms, 421ms, and 250ms. The ECAM and MFD systems are used for monitoring aircraft systems and detecting abnormalities. Additionally, the pilot's gaze includes only brief saccades and a focused 130ms and 200ms on the MCDU, another critical system, suggesting heightened attention and possible abnormality detection rather than routine monitoring."
11-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze is heavily focused on the ECAM and MFD with durations of 391, 190, 551, and 531 ms. These extended fixations, combined with consistent saccades, suggest close monitoring and cross-checking, indicative of abnormality detection rather than routine monitoring."
14-BB2AA_Task1-Detected.json,Pos,1,"The pilot spent a significant amount of time (1663 ms and 100 ms) looking at the ECAM and MFD displays, which are crucial for monitoring aircraft systems and detecting abnormalities. The presence of saccades suggests active scanning behavior. These factors combined indicate that the pilot is likely performing abnormality detection."
13-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows frequent saccades and periods of PFD (Primary Flight Display) focus, which suggests intensive scanning behavior indicative of abnormality detection. The pupil dilation indicates high cognitive load, supporting the estimation that the pilot is carefully monitoring for irregularities."
18-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze trace includes prolonged attention on the ECAM and MFD followed by saccades, suggesting a focused effort on monitoring system indications and potentially diagnosing abnormal conditions, rather than just casual or routine monitoring."
17-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze is focused heavily on the ECAM and MFD, which are critical for monitoring aircraft systems and detecting abnormalities. The ECAM and MFD accounted for 1893 ms and 922 ms of gaze time, respectively, significantly more than other areas, suggesting that the pilot is likely conducting abnormality detection."
15-AA2BB_Task1-Detected.json,Pos,1,"The pilot's gaze trace shows a significant amount of time spent on the ECAM and MFD with multiple fixations and saccades, indicating a thorough inspection process that aligns with abnormality detection behaviour."
8-BB2AA_Task1-Detected.json,Pos,1,"The gaze trace shows prolonged fixation on the 'ECAM and MFD' and 'PFD' which are critical for monitoring aircraft systems and detecting abnormalities. The pilot's extended focus on these areas combined with consistent pupil sizes implies deliberate scanning and checking of system statuses, indicating abnormality detection behavior."
1-AA2BB_Task1-Detected.json,Pos,0,"The gaze trace primarily consists of 'Others' with long durations and intermittent short 'saccade' periods, indicating a typical monitoring pattern rather than an intensive search pattern that could imply abnormality detection."
16-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows an alternating pattern of saccades and other activities such as 'Others', 'External', 'ND', and 'PFD', indicating that the pilot is actively scanning various instruments and external views. This active scanning is typical for abnormality detection as it implies the pilot is looking for any discrepancies or unusual readings in different areas."
3-AA2BB_Task2-Detected.json,Pos,1,"The gaze trace shows a series of saccades interspersed with periods of fixation and non-detection (ND) intervals, indicating active scanning and attention to different areas. The pupils' dilation also varies, suggesting cognitive processing. These patterns are consistent with a pilot's abnormality detection behavior, where thorough scanning and attention shifts are crucial."
16-AA2BB_Task2-Detected.json,Pos,1,"The pilot's gaze trace includes extended fixations on ECAM and MFD (160) and ND (491, 391), as well as PFD (401). These are typical instruments monitored during abnormality detection to diagnose and assess aircraft systems and flight parameters. The durations on these displays suggest focused attention likely for troubleshooting purposes, which is indicative of detecting abnormalities."
13-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace shows a prolonged focus on the ECAM and MFD for multiple intervals (3687 ms, 621 ms, 150 ms, 190 ms, 391 ms) with only brief saccades in between. This pattern is indicative of the pilot actively checking the ECAM and MFD for potential abnormalities, rather than normal monitoring which typically involves more varied and shorter glances."
14-BB2AA_Task2-Detected.json,Pos,1,"The gaze trace shows frequent saccades and changes in pupil dilation, which are indicative of intense visual scanning and cognitive workload often associated with abnormality detection rather than routine monitoring."
15-BB2AA_Task1-Detected.json,Pos,1,"The pilot's gaze trace includes multiple instances of saccades and focal points on 'ECAM and MFD,' which indicates that the pilot is actively searching for and checking information on the aircraft's displays, usually associated with abnormality detection. The high saccade frequency and prolonged attention on 'ECAM and MFD' are typical behaviors when monitoring for irregularities."
2-AA2BB_Task1-Detected.json,Pos,1,"The gaze trace shows predominant fixation on crucial instruments such as ND (321ms) and ECAM/MFD (1162ms), with multiple short-duration fixations (PFD: 60ms, 301ms) and saccades. This pattern suggests heightened focus and scanning behavior consistent with abnormality detection rather than routine monitoring."
15-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows a pattern consistent with abnormality detection behavior, characterized by multiple saccades interspersed with relatively short periods of fixation ('ND', 'PFD'), suggesting the pilot is scanning the environment and checking for irregularities. The frequent saccades and varying pupil sizes indicate a focused effort on searching for potential issues rather than routine monitoring."
12-BB2AA_Task2-RandomSlice_Slice1.json,Neg,0,"The gaze trace indicates extended periods focused on 'Others' (1392 and 5069 ms) and brief looks at the MCDU (190 and 341 ms) with short saccades interspersed. This pattern is more consistent with normal monitoring rather than active abnormality detection, which would likely show more frequent and varied shifts in gaze as the pilot assesses different instruments and areas."
9-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows focused attention with high Prolonged Fixation Duration (PFD) and structured saccadic movements, indicative of scanning and detailed inspection. The prolonged fixations and grouped saccades suggest the pilot is likely conducting abnormality detection."
5-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows a pattern of frequent saccades and multiple fixations on critical instruments like MCDU, ND, and FCU. This indicates the pilot is actively scanning and likely conducting abnormality detection rather than just normal monitoring."
10-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace indicates multiple instances of short-duration saccades interspersed with periods of fixation (PFD, ND, LDG). There is also variation in pupil size, suggesting active scanning and cognitive processing. This pattern is consistent with a pilot conducting abnormality detection rather than routine monitoring."
17-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows prolonged fixation periods (ND) interspersed with saccadic movements. The initial ND is 140 ms followed by two quick saccades and another prolonged ND of 1994 ms. This pattern, along with variations in pupil dilation, suggests focused attention and scanning behavior, indicative of abnormality detection."
12-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,The gaze trace includes a prolonged fixation (FCU) and a significant examination period (PFD) accompanied by multiple saccades. These patterns suggest detailed scanning and abnormality detection rather than normal monitoring.
8-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows a pattern of attention distribution among various flight instruments and areas (FCU, PFD, ECAM and MFD, LDG), along with several saccades indicating frequent shifts in gaze. This suggests the pilot is actively scanning and monitoring specific instruments and displays, which is consistent with abnormality detection behavior."
15-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows frequent and varying attentional shifts between Flight Control Unit (FCU) and No Display (ND) regions, along with changes in pupil size. These shifts and pupil changes indicate increased cognitive workload and scanning behavior typically associated with abnormality detection rather than routine monitoring."
16-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The pilot's gaze trace involves frequent saccades and varying pupil sizes, which indicates high attention and scanning of multiple instruments (LDG, ND, ECAM, and MFD). Such behavior aligns with abnormality detection."
13-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The pilot's gaze trace shows prolonged periods of PFD (Primary Flight Display) fixation interrupted by short, frequent saccades. This pattern, combined with a varying pupil size, suggests intensive scanning and attention, which are indicative of abnormality detection behavior rather than routine monitoring."
16-AA2BB_Task2-RandomSlice_Slice2.json,Neg,0,"The gaze trace indicates a mix of saccades, 'Others', 'ND', and 'LDG' activities without any clear pattern suggestive of systematic abnormality detection. Abnormality detection typically involves focused attention on specific areas with minimal saccades. The presence of 'Others' and long 'LDG' segments suggests periods of general monitoring or other activities."
15-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace includes multiple short saccades and frequent checks, which are indicative of the pilot actively looking for abnormalities rather than just monitoring. The occurrence of distinct fixation patterns (e.g., FCU and ND) suggests deliberate examination of different cockpit instruments, which aligns with abnormality detection."
7-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace indicates frequent saccades interspersed with short periods of fixation, which is characteristic of scanning behavior often associated with abnormality detection. Normal monitoring typically involves longer fixed gaze periods with fewer saccades."
5-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows frequent and quick saccades along with varying pupil sizes, which suggest that the pilot is scanning the environment or instruments rapidly, a behavior consistent with abnormality detection rather than normal monitoring."
3-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows a relatively high number of fixations involving 'ND' (Navigation Display) and 'ECAM and MFD' (Electronic Centralized Aircraft Monitor and Multi-Function Display), which are typically checked during abnormality detection. Additionally, the pupil dilation indicated by a higher pupil value could imply a higher cognitive load, further suggesting that the pilot is engaging in abnormality detection rather than routine monitoring."
7-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace indicates frequent and varied saccades interspersed with periods of focused attention on 'Others' and 'ECAM and MFD' systems, which suggests intensive monitoring and scanning of instruments and displays. This pattern aligns with behavior expected during abnormality detection, where the pilot would be actively scanning and verifying various system statuses, rather than a more relaxed and periodic monitoring routine."
9-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace predominantly consists of short-duration saccades and brief fixations, which indicate the pilot’s visual scanning behavior. This pattern aligns with behavior typically seen during abnormality detection, where swift eye movements and rapid assessments are required to monitor and detect any unusual or critical changes in the environment."
17-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,The pilot's gaze trace involves frequent switching between different areas ('saccade') and extended periods looking at specific components like 'MCDU' and 'Others'. This pattern suggests a thorough scan and checking process consistent with abnormality detection rather than routine monitoring.
4-AA2BB_Task2-RandomSlice_Slice1.json,Neg,0,"The gaze trace shows frequent transitions between 'Others' and 'saccade' with relatively stable pupil dilation values. These patterns are typical of normal monitoring activities rather than specific actions related to abnormality detection, which might show longer fixation periods and more varied pupil responses."
4-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows a high number of saccades and varied pupil sizes, indicating the pilot is actively scanning and focusing on different elements quickly, which is consistent with abnormality detection behavior."
7-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The pilot's gaze pattern shows frequent saccades and varying points of focus, which are indicative of a search for specific information or monitoring multiple instruments. The presence of several MCDU and Others (external environment or other instruments) fixation points suggests the pilot is scanning for abnormalities, rather than just conducting routine monitoring, which would typically show more consistent fixation points on primary instruments."
4-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace includes long fixations on the MCDU (1713 ms), ND (321 ms, 281 ms), and other areas like LDG (210 ms) that indicate detailed scanning. This prolonged focus on the MCDU and navigational display suggests that the pilot is scrutinizing these panels, which is consistent with abnormality detection."
10-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows a high number of 'saccade' entries with short durations interspersed between 'Others' entries, which indicates frequent scanning of different areas. This pattern is consistent with abnormality detection activities where the pilot is actively searching for potential issues."
18-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows frequent saccades interspersed with relatively short periods of fixation on 'Others', indicating the pilot is actively scanning the environment, which is characteristic of abnormality detection behavior rather than normal monitoring."
16-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace contains frequent and varied saccades, which indicate the pilot is actively scanning the environment. The duration of fixations labeled 'Others' suggests the pilot is not fixating on any specific instrument for an extended period. This pattern is consistent with abnormality detection behavior, where the pilot actively searches for potential issues."
10-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace includes multiple saccades and fixations characterized by LDG (long duration gaze) and ND (normal duration) segments, indicating detailed scanning and attention to specific areas. This pattern is consistent with abnormality detection rather than routine monitoring."
9-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows that the pilot is frequently switching between different cockpit displays and instruments, such as ECAM, MFD, ND, and PFD, along with several saccades. This pattern of behavior suggests active scanning and checking of systems, indicative of conducting abnormality detection rather than normal monitoring."
8-BB2AA_Task2-RandomSlice_Slice1.json,Neg,0,"The given gaze trace shows a higher proportion of fixation durations (PFD and ND) and time classified as 'Others' than would be expected if a pilot were actively scanning for abnormalities, which typically involves more frequent and rapid saccades."
13-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace exhibits long dwell times (PFD: 581, ND: 1212) and high pupil dilation (0.99), indicative of focused attention on specific instruments. This pattern is consistent with abnormality detection behavior, as the pilot seems to be scrutinizing details closely."
12-BB2AA_Task2-RandomSlice_Slice2.json,Neg,0,"The gaze trace contains several periods of normal dwell (ND) with relatively consistent pupil sizes and short saccades. This suggests a pattern typical of routine monitoring rather than conducting deliberate abnormality detection, which would likely involve more extensive saccades and varied pupil sizes due to increased cognitive load and shifting attention."
14-AA2BB_Task2-RandomSlice_Slice1.json,Neg,0,"The gaze trace includes a significant amount of fixation-related and other non-saccadic activities (ND, PFD, FCU), which indicate longer periods looking at specific points rather than rapidly scanning the environment. This pattern suggests normal monitoring rather than active abnormality detection, which would usually involve more frequent saccadic movements to scan for issues."
15-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows significant attention to the MCDU and the presence of saccades, which suggests the pilot is intensely scanning and likely conducting abnormality detection rather than routine monitoring."
8-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows multiple instances where the pilot's attention is directed towards the ECAM and MFD, with notable transitions between other areas and these instruments along with varying pupil sizes. This indicates an active scanning behavior typically associated with abnormality detection."
10-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace exhibits frequent saccades interspersed with normal durations (ND), indicating that the pilot is scanning the environment rapidly. This pattern of quick eye movements is typical of abnormality detection where the pilot is actively searching for irregularities or issues."
1-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace contains multiple 'saccade' entries, indicating rapid eye movements, and the presence of 'ND' (likely 'Non-Detection') and 'PFD' (Primary Flight Display) entries suggest the pilot is actively scanning and detecting abnormalities. Additionally, elevated pupil dilation measurements further support focused and intense visual activity consistent with abnormality detection."
16-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows alternating sequences of 'Others' and 'saccade' with relatively short durations for 'saccade' and consistent pupil sizes. This pattern is indicative of the pilot scanning different areas quickly, which aligns with the behavior expected during abnormality detection, where the pilot needs to shift focus rapidly to identify any issues."
14-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace includes several instances of 'ND' (noticing details) and 'PFD' (Primary Flight Display scanning), which are indicative of a pilot actively seeking out abnormalities. Additionally, the occurrence of multiple saccades with varied pupil dilation suggests a focused search behavior rather than routine monitoring."
